commit_hash,full_hash,short_hash,author_date,committer_date,subject,body,type,scope,description,breaking,breaking_footers,body_subject_aliases,conventional_parse_status,changed_files,changed_file_count,additions,deletions,code_line_count,test_line_count,docs_line_count,plan_line_count,transcript_line_count,fixture_line_count,fixture_or_binary_change,linked_plan_ids,linked_transcript_ids,parent_theme_ids,theme_coverage_state,total_code_lines_changed,total_test_lines_changed,total_documentation_lines_changed,total_plan_lines,total_transcript_lines,total_visible_conversation_elapsed_seconds,total_assistant_processing_seconds,total_user_response_seconds,back_and_forth_count,allocated_turn_count,unavailable_timing_count,difficulty_inputs,difficulty_score,difficulty_label,difficulty_weight_coverage,confidence_score,warning_count,first_evidence_date,last_evidence_date,link_confidence,link_evidence
68e340f508e0f0f5b0ac2fbbcae259abf6155b6e,68e340f508e0f0f5b0ac2fbbcae259abf6155b6e,68e340f,2026-03-24T12:13:17-07:00,2026-03-24T12:13:17-07:00,fix(tag-editor): canonicalize picture records for snapshot and reload diff checks,"- store canonical picture record ordering in track file snapshots
- compare current and snapshot picture records using canonicalized ordering
- treat imported track picture records as authoritative even when the array is empty

docs(plans): add v3 multi-picture support plan and transcript

- add the 11-v3 plan covering destructive album pin behavior and related rules
- add the transcript for the multi-picture support planning session",fix,tag-editor,canonicalize picture records for snapshot and reload diff checks,False,[],"[""docs(plans): add v3 multi-picture support plan and transcript""]",parsed,Docs/Plans/11-v3-AddMultiPicturePerTrackSupport.md; Docs/Plans/Transcripts/transcript-2026-03-23-1-11-AddMultiPicturePerTrackSupport.md; SwiftTag/Features/TagEditor/TagEditorViewModel.swift,3,884,6,34,0,0,198,658,0,False,"[""11""]","[""transcript-2026-03-23-1-11-AddMultiPicturePerTrackSupport""]","[""applescript"", ""diff"", ""picture"", ""swifttag-document"", ""tags""]",assigned,34.0,0.0,0.0,198.0,313.70370370370375,13392.0,3952.0,9440.0,9.0,18.0,0,"{""assistant_processing_time"": 3952.0, ""back_and_forth_count"": 9.0, ""code_lines"": 34.0, ""elapsed_time"": 13392.0, ""plan_lines"": 198.0, ""transcript_lines"": 313.70370370370375}",74.21,High,1.0,1.0,0,2026-03-24,2026-03-24,1.00,one-commit analytical invariant
b4593bad7a73d4737a89fa81f52b0a0c853f2bce,b4593bad7a73d4737a89fa81f52b0a0c853f2bce,b4593ba,2026-03-25T21:15:38-07:00,2026-03-25T21:15:38-07:00,feat(album-art): revise picture scope forcing and front cover append behavior,"- remove the album-level pin toggle and track-scope picker from the album art sheet
- add a front cover add action that appends instead of replacing existing front cover entries
- force per-slot all-track scope while save-to-all settings are active and keep created refs when disabled
- default save front cover to all tracks to off
- update album art tests and add coverage for forced scope behavior and front cover append flow

feat(settings): regroup settings sections and resize the settings window

- reorganize feedback, general, and tag write settings into grouped sections
- adjust control sizing for segmented pickers and toggle groups
- increase the settings window frame to fit the expanded layout

docs(plans): add the v4 multi-picture support plan and transcript",feat,album-art,revise picture scope forcing and front cover append behavior,False,[],"[""feat(settings): regroup settings sections and resize the settings window"", ""docs(plans): add the v4 multi-picture support plan and transcript""]",parsed,Docs/Plans/11-v4-AddMultiPicturePerTrackSupport.md; Docs/Plans/Transcripts/transcript-2026-03-24-1-11-AddMultiPicturePerTrackSupport.md; SwiftTag/ContentView.swift; SwiftTag/Features/AlbumArt/AlbumArtSheetView.swift; SwiftTag/Features/AlbumArt/AlbumArtViewModel.swift; SwiftTag/Features/Settings/FeedbackSettingsView.swift; SwiftTag/Features/Settings/GeneralSettingsView.swift; SwiftTag/Features/Settings/SettingsView.swift; SwiftTag/Features/Settings/TagWriteSettingsView.swift; SwiftTag/Shared/Models/SaveSettings.swift; SwiftTagTests/SwiftTagTests.swift; SwiftTagTests/TrackStatusViewInspectorTests.swift,12,868,296,579,180,0,205,200,0,False,"[""11""]","[""transcript-2026-03-24-1-11-AddMultiPicturePerTrackSupport""]","[""applescript"", ""diff"", ""picture"", ""save"", ""settings"", ""tags""]",assigned,579.0,180.0,0.0,205.0,200.00000000000003,24267.0,926.0,23341.0,6.0,12.0,0,"{""assistant_processing_time"": 926.0, ""back_and_forth_count"": 6.0, ""code_lines"": 579.0, ""elapsed_time"": 24267.0, ""plan_lines"": 205.0, ""transcript_lines"": 200.00000000000003}",85.99,Very High,1.0,1.0,0,2026-03-25,2026-03-25,1.00,one-commit analytical invariant
f36a117c021f535e956e2d1722625465cd66b2f3,f36a117c021f535e956e2d1722625465cd66b2f3,f36a117,2026-03-26T08:57:58-07:00,2026-03-26T08:57:58-07:00,feat(album-art): return structured picture metadata to the sheet view,"- replace the formatted metadata string with AlbumArtPictureMetadata in the view model
- move metadata text rendering into the album art sheet and split the browser row count display
- update content view wiring to pass structured metadata through the sheet API
- adjust album art tests to assert metadata fields and the updated sheet text layout

- docs(plans): add the 2026-03-26 multi-picture support transcript",feat,album-art,return structured picture metadata to the sheet view,False,[],[],parsed,Docs/Plans/Transcripts/transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport.md; SwiftTag/ContentView.swift; SwiftTag/Features/AlbumArt/AlbumArtSheetView.swift; SwiftTag/Features/AlbumArt/AlbumArtViewModel.swift; SwiftTagTests/SwiftTagTests.swift; SwiftTagTests/TrackStatusViewInspectorTests.swift,6,261,51,122,91,0,0,99,0,False,"[""11""]","[""transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport""]","[""applescript"", ""diff"", ""picture"", ""tags""]",assigned,122.0,91.0,0.0,0.0,28.844221105527637,39072.0,150.0,38922.0,1.0,2.0,0,"{""assistant_processing_time"": 150.0, ""back_and_forth_count"": 1.0, ""code_lines"": 122.0, ""elapsed_time"": 39072.0, ""plan_lines"": 0.0, ""transcript_lines"": 28.844221105527637}",57.31,High,1.0,1.0,0,2026-03-26,2026-03-26,1.00,one-commit analytical invariant
2c3898c5b9fee3c3eefa3367c3219b2f4dbd2974,2c3898c5b9fee3c3eefa3367c3219b2f4dbd2974,2c3898c,2026-03-26T09:34:59-07:00,2026-03-26T09:34:59-07:00,test(tag-editor): update save tests for picture write semantics and non-padding fields,"- remove totalDiscs assignments from tests that do not explicitly verify disc count padding
- seed imported track picture records in picture-write coverage to match the current save contract
- replace a brittle system image expectation with a non-nil presentation assertion
- update a tag rewrite test to change album instead of relying on totalDiscs state
- drop TOTALDISCS assertions from tests that are not about disc total padding

docs(plans): update the 2026-03-26 multi-picture support transcript",test,tag-editor,update save tests for picture write semantics and non-padding fields,False,[],"[""docs(plans): update the 2026-03-26 multi-picture support transcript""]",parsed,Docs/Plans/Transcripts/transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport.md; SwiftTagTests/SwiftTagTests.swift,2,75,32,0,45,0,0,62,0,False,"[""11""]","[""transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport""]","[""applescript"", ""picture"", ""save"", ""tags""]",assigned,0.0,45.0,0.0,0.0,124.64824120603015,5504.0,506.0,4998.0,4.0,8.0,0,"{""assistant_processing_time"": 506.0, ""back_and_forth_count"": 4.0, ""code_lines"": 0.0, ""elapsed_time"": 5504.0, ""plan_lines"": 0.0, ""transcript_lines"": 124.64824120603015}",42.74,Moderate,1.0,1.0,0,2026-03-26,2026-03-26,1.00,one-commit analytical invariant
ce82bfb0ed6ae71f4fa52b159af692e3b74fe2c7,ce82bfb0ed6ae71f4fa52b159af692e3b74fe2c7,ce82bfb,2026-03-26T12:03:25-07:00,2026-03-26T12:03:25-07:00,feat(album-art): make duplicate overlays picture-specific and scope-aware,"- pass full overlay state to the sheet so it can target the currently displayed picture
- add pool item ids to picture metadata and gate overlay rendering on the active image
- detect cross-type duplicates across visible tracks for the slot's selected or all-tracks scope
- add coverage for picture-specific overlays and cross-track duplicate detection semantics

docs(plans): update the 2026-03-26 multi-picture support transcript",feat,album-art,make duplicate overlays picture-specific and scope-aware,False,[],"[""docs(plans): update the 2026-03-26 multi-picture support transcript""]",parsed,Docs/Plans/Transcripts/transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport.md; SwiftTag/ContentView.swift; SwiftTag/Features/AlbumArt/AlbumArtSheetView.swift; SwiftTag/Features/AlbumArt/AlbumArtViewModel.swift; SwiftTagTests/SwiftTagTests.swift; SwiftTagTests/TrackStatusViewInspectorTests.swift,6,310,54,94,169,0,0,101,0,False,"[""11""]","[""transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport""]","[""applescript"", ""diff"", ""picture"", ""save"", ""tags""]",assigned,94.0,169.0,0.0,0.0,104.04522613065326,10039.0,581.0,9458.0,3.0,6.0,0,"{""assistant_processing_time"": 581.0, ""back_and_forth_count"": 3.0, ""code_lines"": 94.0, ""elapsed_time"": 10039.0, ""plan_lines"": 0.0, ""transcript_lines"": 104.04522613065326}",60.29,High,1.0,1.0,0,2026-03-26,2026-03-26,1.00,one-commit analytical invariant
2aee7213d2467ac765cf2f834b3e8b0a5409064e,2aee7213d2467ac765cf2f834b3e8b0a5409064e,2aee721,2026-03-26T13:00:51-07:00,2026-03-26T13:00:51-07:00,feat(settings): add duplicate picture overlay controls,"- add picture status overlay color and format on duplicate picture settings with defaults
- wire the album art sheet to use the new overlay color and filter duplicate overlay messages
- add the duplicate picture toggle to diff tools and update the utility window width
- update settings and album art inspector coverage for the new controls and defaults

docs(plans): update the 2026-03-26 multi-picture support transcript",feat,settings,add duplicate picture overlay controls,False,[],"[""docs(plans): update the 2026-03-26 multi-picture support transcript""]",parsed,Docs/Plans/Transcripts/transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport.md; SwiftTag/Features/AlbumArt/AlbumArtSheetView.swift; SwiftTag/Features/Settings/DiffToolsView.swift; SwiftTag/Features/Settings/FeedbackSettingsView.swift; SwiftTag/Shared/Models/FeedbackSettings.swift; SwiftTag/SwiftTagApp.swift; SwiftTagTests/SwiftTagTests.swift; SwiftTagTests/TrackStatusViewInspectorTests.swift,8,91,11,60,10,0,0,32,0,False,"[""11""]","[""transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport""]","[""applescript"", ""diff"", ""picture"", ""settings"", ""tags""]",assigned,60.0,10.0,0.0,0.0,32.96482412060301,1861.0,140.0,1721.0,1.0,2.0,0,"{""assistant_processing_time"": 140.0, ""back_and_forth_count"": 1.0, ""code_lines"": 60.0, ""elapsed_time"": 1861.0, ""plan_lines"": 0.0, ""transcript_lines"": 32.96482412060301}",46.06,Moderate,1.0,1.0,0,2026-03-26,2026-03-26,1.00,one-commit analytical invariant
a0438824397c29c96ca6c63b48ef501b5d63dffe,a0438824397c29c96ca6c63b48ef501b5d63dffe,a043882,2026-03-26T15:51:13-07:00,2026-03-26T15:51:13-07:00,"feat(album-art): support copy, paste, and flac-safe picture formats","- wire per-slot copy and paste actions into the album art sheet and image well context menu
- add copy and paste commands to AlbumArtWellView and read image or file URL items from the pasteboard
- preserve the provider image type identifier when importing dropped or pasted pictures
- normalize non-JPEG and non-PNG pictures to PNG before FLAC write operations
- add tests for sheet commands, provider type selection, and FLAC picture normalization

docs(plans): update the 2026-03-26 multi-picture support transcript",feat,album-art,"support copy, paste, and flac-safe picture formats",False,[],"[""docs(plans): update the 2026-03-26 multi-picture support transcript""]",parsed,Docs/Plans/Transcripts/transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport.md; SwiftTag/ContentView.swift; SwiftTag/Features/AlbumArt/AlbumArtSheetView.swift; SwiftTag/Features/AlbumArt/AlbumArtViewModel.swift; SwiftTag/Features/AlbumArt/AlbumArtWellView.swift; SwiftTag/FlacMetadataService.swift; SwiftTagTests/SwiftTagTests.swift; SwiftTagTests/TrackStatusViewInspectorTests.swift,8,467,213,560,88,0,0,32,0,False,"[""11""]","[""transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport""]","[""applescript"", ""diff"", ""flac-lib"", ""picture"", ""save"", ""tags""]",assigned,560.0,88.0,0.0,0.0,119.49748743718592,5196.0,597.0,4599.0,4.0,8.0,0,"{""assistant_processing_time"": 597.0, ""back_and_forth_count"": 4.0, ""code_lines"": 560.0, ""elapsed_time"": 5196.0, ""plan_lines"": 0.0, ""transcript_lines"": 119.49748743718592}",69.76,High,1.0,1.0,0,2026-03-26,2026-03-26,1.00,one-commit analytical invariant
bba775b507acd848d8bea0c67609752e0d812194,bba775b507acd848d8bea0c67609752e0d812194,bba775b,2026-04-01T10:00:31-07:00,2026-04-01T10:00:31-07:00,feat(document): add finder-open support for flac files,"- add FLAC document type metadata and document icon resources to the app bundle
- route openFile, openFiles, and open URL events through EditorWindowCoordinator
- queue launch-time document opens until an editor session registers an external open handler
- reuse the add-files import path to append opened FLAC files into editor sessions
- track the active session and add unit and UI coverage for document-open flows

build(flac): filter ranlib no-symbol warnings during libflac builds

- drop libFLAC.a object warnings from cmake build and install stderr output

docs(plan): add flac document open support plan and transcript

- add plan 12 for Finder-open routing, buffering, and document registration work
- add the supporting transcript for the planning session

project(gitignore): ignore codex workspace files

- add .codex/ to .gitignore",feat,document,add finder-open support for flac files,False,[],"[""build(flac): filter ranlib no-symbol warnings during libflac builds"", ""docs(plan): add flac document open support plan and transcript"", ""project(gitignore): ignore codex workspace files""]",parsed,.gitignore; BuildScripts/build-libflac.sh; Docs/Plans/12-AddFLACDocumentOpenSupport.md; Docs/Plans/Transcripts/transcript-2026-03-31-1-12-AddFLACDocumentOpenSupport.md; SwiftTag.xcodeproj/project.pbxproj; SwiftTag/Assets.xcassets/SwiftTagFLACDoc.iconset/icon_128x128.png; SwiftTag/Assets.xcassets/SwiftTagFLACDoc.iconset/icon_128x128@2x.png; SwiftTag/Assets.xcassets/SwiftTagFLACDoc.iconset/icon_16x16.png; SwiftTag/Assets.xcassets/SwiftTagFLACDoc.iconset/icon_16x16@2x.png; SwiftTag/Assets.xcassets/SwiftTagFLACDoc.iconset/icon_256x256.png; SwiftTag/Assets.xcassets/SwiftTagFLACDoc.iconset/icon_256x256@2x.png; SwiftTag/Assets.xcassets/SwiftTagFLACDoc.iconset/icon_32x32.png; SwiftTag/Assets.xcassets/SwiftTagFLACDoc.iconset/icon_32x32@2x.png; SwiftTag/Assets.xcassets/SwiftTagFLACDoc.iconset/icon_512x512.png; SwiftTag/Assets.xcassets/SwiftTagFLACDoc.iconset/icon_512x512@2x.png; SwiftTag/Assets.xcassets/SwiftTagNamedDoc.iconset/icon_128x128.png; SwiftTag/Assets.xcassets/SwiftTagNamedDoc.iconset/icon_128x128@2x.png; SwiftTag/Assets.xcassets/SwiftTagNamedDoc.iconset/icon_16x16.png; SwiftTag/Assets.xcassets/SwiftTagNamedDoc.iconset/icon_16x16@2x.png; SwiftTag/Assets.xcassets/SwiftTagNamedDoc.iconset/icon_256x256.png; SwiftTag/Assets.xcassets/SwiftTagNamedDoc.iconset/icon_256x256@2x.png; SwiftTag/Assets.xcassets/SwiftTagNamedDoc.iconset/icon_32x32.png; SwiftTag/Assets.xcassets/SwiftTagNamedDoc.iconset/icon_32x32@2x.png; SwiftTag/Assets.xcassets/SwiftTagNamedDoc.iconset/icon_512x512.png; SwiftTag/Assets.xcassets/SwiftTagNamedDoc.iconset/icon_512x512@2x.png; SwiftTag/ContentView.swift; SwiftTag/Info.plist; SwiftTag/Shared/Utilities/EditorWindowCoordinator.swift; SwiftTag/SwiftTagApp.swift; SwiftTagTests/SwiftTagTests.swift; SwiftTagUITests/SwiftTagUITests.swift,31,1131,38,413,203,0,142,392,0,True,"[""12""]","[""transcript-2026-03-31-1-12-AddFLACDocumentOpenSupport""]","[""applescript"", ""diff"", ""flac-lib"", ""picture"", ""project"", ""swifttag-document"", ""tags""]",assigned,413.0,203.0,0.0,142.0,398.00000000000006,44663.0,2948.0,41715.0,12.0,24.0,0,"{""assistant_processing_time"": 2948.0, ""back_and_forth_count"": 12.0, ""code_lines"": 413.0, ""elapsed_time"": 44663.0, ""plan_lines"": 142.0, ""transcript_lines"": 398.00000000000006}",90.67,Very High,1.0,1.0,0,2026-04-01,2026-04-01,1.00,one-commit analytical invariant
da7b04f7563351b6c4c0883dbcbc16a5e081336a,da7b04f7563351b6c4c0883dbcbc16a5e081336a,da7b04f,2026-04-01T15:38:29-07:00,2026-04-01T15:38:29-07:00,feat(flac): add track fingerprint support,"- read the STREAMINFO MD5 from libFLAC and expose it through FlacMetadataService
- store fingerprints on tracks and snapshots during import, reload, save refresh, and file refresh
- add a Fingerprint (ffp) track-table column with persisted show or hide state and NA fallback
- add targeted tests for fixture reads, fingerprint propagation, and table column behavior

docs(plan): add plan and transcript docs for FLAC fingerprint support",feat,flac,add track fingerprint support,False,[],"[""docs(plan): add plan and transcript docs for FLAC fingerprint support""]",parsed,AGENTS.md; Docs/Plans/13-AddFLACFingerprintSupport.md; Docs/Plans/Transcripts/transcript-2026-04-01-1-13-AddFLACFingerprintSupport.md; SwiftTag/ContentView.swift; SwiftTag/FLACBridge/include/FlacMetadataBridge.h; SwiftTag/FLACBridge/src/FlacMetadataBridge.c; SwiftTag/Features/TagEditor/TagEditorTrackFileView.swift; SwiftTag/Features/TagEditor/TagEditorView.swift; SwiftTag/Features/TagEditor/TagEditorViewModel.swift; SwiftTag/FlacMetadataService.swift; SwiftTag/Shared/Models/FeedbackSettings.swift; SwiftTag/Shared/Models/Track.swift; SwiftTag/Shared/Models/TrackStatus.swift; SwiftTagTests/SwiftTagTests.swift; SwiftTagTests/TrackStatusViewInspectorTests.swift,15,504,10,145,139,1,133,96,0,False,"[""13""]","[""transcript-2026-04-01-1-13-AddFLACFingerprintSupport""]","[""applescript"", ""diff"", ""flac-lib"", ""save"", ""settings"", ""tags""]",assigned,145.0,139.0,1.0,133.0,96.0,3695.0,655.0,3040.0,3.0,6.0,0,"{""assistant_processing_time"": 655.0, ""back_and_forth_count"": 3.0, ""code_lines"": 145.0, ""elapsed_time"": 3695.0, ""plan_lines"": 133.0, ""transcript_lines"": 96.0}",68.32,High,1.0,1.0,0,2026-04-01,2026-04-01,1.00,one-commit analytical invariant
90ef077070ed157959eed236c4a5edfc023423b8,90ef077070ed157959eed236c4a5edfc023423b8,90ef077,2026-04-01T23:18:26-07:00,2026-04-01T23:18:26-07:00,feat(tag-editor): add compilation tag support,"- add COMPILATION as an explicit tag with truthy read parsing and ""1"" serialization
- add a mixed-state Compilation control and apply-to-all setting in the tag editor
- stop track total updates from mutating locked tracks through the removed override setting
- add targeted tests for compilation mapping, UI wiring, and save behavior

docs(plan): add plan and transcript docs for compilation tag support",feat,tag-editor,add compilation tag support,False,[],"[""docs(plan): add plan and transcript docs for compilation tag support""]",parsed,AGENTS.md; Docs/Plans/14-AddCompilationTag.md; Docs/Plans/Transcripts/transcript-2026-04-02-1-14-AddCompilationTag.md; SwiftTag/ContentView.swift; SwiftTag/Features/FlacImport/FlacWriteMapper.swift; SwiftTag/Features/Settings/TagWriteSettingsView.swift; SwiftTag/Features/TagEditor/TagEditorCoreTagsView.swift; SwiftTag/Features/TagEditor/TagEditorView.swift; SwiftTag/Features/TagEditor/TagEditorViewModel.swift; SwiftTag/Shared/Models/FeedbackSettings.swift; SwiftTag/Shared/Models/SaveSettings.swift; SwiftTag/Shared/Models/TagKey.swift; SwiftTag/Shared/Utilities/CompilationTag.swift; SwiftTag/Shared/Utilities/TagNormalization.swift; SwiftTagTests/SwiftTagTests.swift; SwiftTagTests/TrackStatusViewInspectorTests.swift,16,791,31,270,215,3,196,138,0,False,"[""14""]","[""transcript-2026-04-02-1-14-AddCompilationTag""]","[""applescript"", ""diff"", ""save"", ""settings"", ""tags""]",assigned,270.0,215.0,3.0,196.0,138.00000000000003,19534.0,1060.0,18474.0,6.0,12.0,0,"{""assistant_processing_time"": 1060.0, ""back_and_forth_count"": 6.0, ""code_lines"": 270.0, ""elapsed_time"": 19534.0, ""plan_lines"": 196.0, ""transcript_lines"": 138.00000000000003}",81.27,Very High,1.0,1.0,0,2026-04-01,2026-04-01,1.00,one-commit analytical invariant
866d179e6bed7ea2133bcda6ef1ea9f2f91c5a15,866d179e6bed7ea2133bcda6ef1ea9f2f91c5a15,866d179,2026-04-02T13:47:44-07:00,2026-04-02T13:47:44-07:00,feat(menus): reorganize app commands with modifier key alternates,"Replaced separate menu items and dividers for FLAC import and Save operations with Shift and Option modifier key alternates. Changed FLAC import keyboard shortcuts from 'l' to 'o' and renamed ""Load FLAC files"" to ""Add FLAC files"".

docs(agents): update macOS version requirement and documentation guidance",feat,menus,reorganize app commands with modifier key alternates,False,[],"[""docs(agents): update macOS version requirement and documentation guidance""]",parsed,AGENTS.md; SwiftTag/SwiftTagApp.swift,2,27,27,50,0,4,0,0,0,False,[],[],"[""project"", ""save"", ""swifttag-document"", ""tags""]",assigned,50.0,0.0,4.0,0.0,0.0,,,,0.0,0.0,0,"{""assistant_processing_time"": null, ""back_and_forth_count"": 0.0, ""code_lines"": 50.0, ""elapsed_time"": null, ""plan_lines"": 0.0, ""transcript_lines"": 0.0}",13.99,Low,0.7,1.0,0,2026-04-02,2026-04-02,1.00,one-commit analytical invariant
1276536d7ce542d757187ed8e2a7a229c6741847,1276536d7ce542d757187ed8e2a7a229c6741847,1276536,2026-04-03T15:23:41-07:00,2026-04-03T15:23:41-07:00,feat(package): add SwiftTag document creation and serialization,"- add SwiftTag document package type registration with `.swifttag` extension and `<id>-<hash>.<extension>` pooled image assets
- add `Save SwiftTag Document...` File menu command through focused-scene command system to serialize current frontmost-editor track list, tags, etc.
- add image dimension/colors data will now surface as saveable file differences

docs(plan): add plan 15 for SwiftTag document creation support",feat,package,add SwiftTag document creation and serialization,False,[],"[""docs(plan): add plan 15 for SwiftTag document creation support""]",parsed,Docs/Plans/15-AddSwiftTagDocumentCreation.md; SwiftTag/ContentView.swift; SwiftTag/FLACBridge/include/FlacMetadataBridge.h; SwiftTag/FLACBridge/src/FlacMetadataBridge.c; SwiftTag/Features/AlbumArt/AlbumArtViewModel.swift; SwiftTag/Features/FlacImport/FlacImportMapper.swift; SwiftTag/Features/TagEditor/TagEditorViewModel.swift; SwiftTag/FlacMetadataService.swift; SwiftTag/Info.plist; SwiftTag/Shared/Utilities/PictureDataUtilities.swift; SwiftTag/Shared/Utilities/SwiftTagDocumentPackage.swift; SwiftTag/SwiftTagApp.swift; SwiftTagTests/SwiftTagDocumentTests.swift; SwiftTagUITests/SwiftTagUITests.swift,14,1517,13,931,298,0,301,0,0,False,"[""15""]","[""transcript-2026-04-02-1-15-AddSwiftTagDocumentCreation""]","[""diff"", ""flac-lib"", ""picture"", ""save"", ""swifttag-document"", ""tags""]",assigned,931.0,298.0,0.0,301.0,281.61111111111114,90117.0,2260.0,87857.0,6.0,12.0,0,"{""assistant_processing_time"": 2260.0, ""back_and_forth_count"": 6.0, ""code_lines"": 931.0, ""elapsed_time"": 90117.0, ""plan_lines"": 301.0, ""transcript_lines"": 281.61111111111114}",93.37,Very High,1.0,1.0,0,2026-04-03,2026-04-03,1.00,one-commit analytical invariant
bf6d257c8a9a96ec6846d3cac38bd49afd54f83a,bf6d257c8a9a96ec6846d3cac38bd49afd54f83a,bf6d257,2026-04-03T16:47:00-07:00,2026-04-03T16:47:00-07:00,fix(package): compute accurate image depth and palette colors for SwiftTag export,"- Updated `PictureDataUtilities` to compute `depth` and `colors` accurately from original bytes instead of from `32 bpp` decoded memory surfaces.
- Replaced blind `CGImage.bitsPerPixel` reads with direct PNG chunk parsing and prioritized CGImage properties for JPEG files. This correction ensures that `24 bpp` JPEG imagery and indexed-color `8 bpp` PNG imagery will export correct specifications to SwiftTag documents rather than inaccurately reporting `32 bpp` decoded dimensions and zero palettes.
- Included tests for indexed PNG palette count generation, JPEG `24 bpp` fallback reads, and RGBA PNG `32 bpp` detection.

docs(transcript): add plan 15 transcript",fix,package,compute accurate image depth and palette colors for SwiftTag export,False,[],"[""docs(transcript): add plan 15 transcript""]",parsed,Docs/Plans/Transcripts/transcript-2026-04-02-1-15-AddSwiftTagDocumentCreation.md; SwiftTag/Shared/Utilities/PictureDataUtilities.swift; SwiftTagTests/SwiftTagDocumentTests.swift,3,731,1,150,138,0,0,444,0,False,"[""15""]","[""transcript-2026-04-02-1-15-AddSwiftTagDocumentCreation""]","[""applescript"", ""picture"", ""swifttag-document"", ""tags""]",assigned,150.0,138.0,0.0,0.0,162.38888888888886,2283.0,888.0,1395.0,5.0,10.0,0,"{""assistant_processing_time"": 888.0, ""back_and_forth_count"": 5.0, ""code_lines"": 150.0, ""elapsed_time"": 2283.0, ""plan_lines"": 0.0, ""transcript_lines"": 162.38888888888886}",62.43,High,1.0,1.0,0,2026-04-03,2026-04-03,1.00,one-commit analytical invariant
c0f71285faefcb501480a4ad69f63e5e7dc0df1e,c0f71285faefcb501480a4ad69f63e5e7dc0df1e,c0f7128,2026-04-03T17:05:15-07:00,2026-04-03T17:05:15-07:00,project(config): update bundle identifiers to use reverse domain notation,- Updated `PRODUCT_BUNDLE_IDENTIFIER` in `project.pbxproj` and the SwiftTag document identifier in `Info.plist` and `SwiftTagDocumentPackage.swift` to use standard reverse-DNS format (`com.toowalks.*`) instead of the previous `toowalks.*` strings.,project,config,update bundle identifiers to use reverse domain notation,False,[],[],parsed,SwiftTag.xcodeproj/project.pbxproj; SwiftTag/Info.plist; SwiftTag/Shared/Utilities/SwiftTagDocumentPackage.swift,3,9,9,18,0,0,0,0,0,False,[],[],"[""project"", ""swifttag-document"", ""tags""]",assigned,18.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0,"{""assistant_processing_time"": null, ""back_and_forth_count"": 0.0, ""code_lines"": 18.0, ""elapsed_time"": null, ""plan_lines"": 0.0, ""transcript_lines"": 0.0}",9.81,Low,0.7,1.0,0,2026-04-03,2026-04-03,1.00,one-commit analytical invariant
1c2bb82cfcda4a8e4043b7e883e42928b18064cf,1c2bb82cfcda4a8e4043b7e883e42928b18064cf,1c2bb82,2026-04-04T11:43:27-07:00,2026-04-04T11:43:27-07:00,feat(document): add support for opening .swifttag documents,"- Add `Open SwiftTag Document...` command to the File menu.
- Add `SwiftTagDocumentPackageReader` to read `.swifttag` packages.
- Update `EditorWindowCoordinator` to route `.swifttag` documents to existing unused windows or new windows.
- Update `TagEditorViewModel` to load the `SwiftTagDocumentImportResult` into editable track state.
- Retain the loaded document URL and ID for saving.
- Include unit and UI tests for document read operations and routing.

docs(plan): add plan and transcript for SwiftTag document read",feat,document,add support for opening .swifttag documents,False,[],"[""docs(plan): add plan and transcript for SwiftTag document read""]",parsed,Docs/Plans/16-AddSwiftTagDocumentRead.md; Docs/Plans/Transcripts/transcript-2026-04-04-1-16-AddSwiftTagDocumentRead.md; SwiftTag/ContentView.swift; SwiftTag/Features/TagEditor/TagEditorViewModel.swift; SwiftTag/Shared/Models/Track.swift; SwiftTag/Shared/Utilities/EditorWindowCoordinator.swift; SwiftTag/Shared/Utilities/SwiftTagDocumentPackage.swift; SwiftTag/SwiftTagApp.swift; SwiftTagTests/SwiftTagDocumentTests.swift; SwiftTagTests/SwiftTagTests.swift; SwiftTagUITests/SwiftTagUITests.swift,11,1104,24,479,282,0,200,167,0,False,"[""16""]","[""transcript-2026-04-04-1-16-AddSwiftTagDocumentRead""]","[""applescript"", ""save"", ""swifttag-document"", ""tags""]",assigned,479.0,282.0,0.0,200.0,169.0,4084.0,1389.0,2695.0,4.0,8.0,0,"{""assistant_processing_time"": 1389.0, ""back_and_forth_count"": 4.0, ""code_lines"": 479.0, ""elapsed_time"": 4084.0, ""plan_lines"": 200.0, ""transcript_lines"": 169.0}",79.86,Very High,1.0,1.0,0,2026-04-04,2026-04-04,1.00,one-commit analytical invariant
