transcript_id,segment_id,segment_index,source_line_start,source_line_end,speaker_start,turn_ids,turn_indexes,body_line_count,source_line_count,assistant_processing_seconds,user_response_seconds,valid_atomic_elapsed_seconds,back_and_forth_count,orphan,interrupted,candidate_commit_ids,candidate_plan_ids,review_status
transcript-2026-03-03-1-MiscTagEditorDev,transcript-2026-03-03-1-MiscTagEditorDev:segment-002,2,37,71,User,"[""transcript-2026-03-03-1-MiscTagEditorDev:turn-003"", ""transcript-2026-03-03-1-MiscTagEditorDev:turn-004""]","[3, 4]",29,35,0.0,0.0,0.0,1,False,False,"[""80b722ee0e77887149ebfd307538cac12a5907c3"", ""2302109d0c43a41cb71c36e47cf2b4b8973a63d6"", ""b5b4f12719bcc1df96078cbbc79157c47985e637"", ""9fea9987c80b7709896d6a46e750b0a0c7925c30"", ""03227c22ec04d4a16f48e8159bca42426af9eac7"", ""0539816b5ba23a6e25ff44d6be08444b0f8dd6c7"", ""063c138d4ad746588a85c0be70cc1c5c75854e87"", ""0c2d38575541a8dada750da08698d78e75a4d3f0"", ""11ba78598b25840b5e415e7410b8df4b75c964c5"", ""1276536d7ce542d757187ed8e2a7a229c6741847"", ""19369540b1a2f92b3ab4fd1cedb4db7cefe41498"", ""1b08404c005806083a5443603d98c10c5510ee70"", ""1c2bb82cfcda4a8e4043b7e883e42928b18064cf"", ""2298c43c00492de67ad920a395d3ec7a8c8fb722"", ""24428a1548324e06268c9174e358e22e9559801b"", ""25fde2c3d0c01acd97eb967b5903f6336c57b6ae""]",[],reviewed
transcript-2026-03-03-1-MiscTagEditorDev,transcript-2026-03-03-1-MiscTagEditorDev:segment-003,3,72,88,User,"[""transcript-2026-03-03-1-MiscTagEditorDev:turn-005"", ""transcript-2026-03-03-1-MiscTagEditorDev:turn-006""]","[5, 6]",11,17,0.0,0.0,0.0,1,False,False,"[""80b722ee0e77887149ebfd307538cac12a5907c3"", ""2302109d0c43a41cb71c36e47cf2b4b8973a63d6"", ""b5b4f12719bcc1df96078cbbc79157c47985e637"", ""9fea9987c80b7709896d6a46e750b0a0c7925c30"", ""03227c22ec04d4a16f48e8159bca42426af9eac7"", ""0539816b5ba23a6e25ff44d6be08444b0f8dd6c7"", ""063c138d4ad746588a85c0be70cc1c5c75854e87"", ""0c2d38575541a8dada750da08698d78e75a4d3f0"", ""11ba78598b25840b5e415e7410b8df4b75c964c5"", ""1276536d7ce542d757187ed8e2a7a229c6741847"", ""19369540b1a2f92b3ab4fd1cedb4db7cefe41498"", ""1b08404c005806083a5443603d98c10c5510ee70"", ""1c2bb82cfcda4a8e4043b7e883e42928b18064cf"", ""2298c43c00492de67ad920a395d3ec7a8c8fb722"", ""24428a1548324e06268c9174e358e22e9559801b"", ""25fde2c3d0c01acd97eb967b5903f6336c57b6ae""]",[],reviewed
transcript-2026-03-03-1-MiscTagEditorDev,transcript-2026-03-03-1-MiscTagEditorDev:segment-004,4,89,108,User,"[""transcript-2026-03-03-1-MiscTagEditorDev:turn-007"", ""transcript-2026-03-03-1-MiscTagEditorDev:turn-008""]","[7, 8]",14,20,0.0,0.0,0.0,1,False,False,"[""80b722ee0e77887149ebfd307538cac12a5907c3"", ""2302109d0c43a41cb71c36e47cf2b4b8973a63d6"", ""b5b4f12719bcc1df96078cbbc79157c47985e637"", ""9fea9987c80b7709896d6a46e750b0a0c7925c30"", ""03227c22ec04d4a16f48e8159bca42426af9eac7"", ""0539816b5ba23a6e25ff44d6be08444b0f8dd6c7"", ""063c138d4ad746588a85c0be70cc1c5c75854e87"", ""0c2d38575541a8dada750da08698d78e75a4d3f0"", ""11ba78598b25840b5e415e7410b8df4b75c964c5"", ""1276536d7ce542d757187ed8e2a7a229c6741847"", ""19369540b1a2f92b3ab4fd1cedb4db7cefe41498"", ""1b08404c005806083a5443603d98c10c5510ee70"", ""1c2bb82cfcda4a8e4043b7e883e42928b18064cf"", ""2298c43c00492de67ad920a395d3ec7a8c8fb722"", ""24428a1548324e06268c9174e358e22e9559801b"", ""25fde2c3d0c01acd97eb967b5903f6336c57b6ae""]",[],reviewed
transcript-2026-03-03-1-MiscTagEditorDev,transcript-2026-03-03-1-MiscTagEditorDev:segment-005,5,109,119,User,"[""transcript-2026-03-03-1-MiscTagEditorDev:turn-009"", ""transcript-2026-03-03-1-MiscTagEditorDev:turn-010""]","[9, 10]",5,11,0.0,0.0,0.0,1,False,False,"[""80b722ee0e77887149ebfd307538cac12a5907c3"", ""2302109d0c43a41cb71c36e47cf2b4b8973a63d6"", ""b5b4f12719bcc1df96078cbbc79157c47985e637"", ""9fea9987c80b7709896d6a46e750b0a0c7925c30"", ""03227c22ec04d4a16f48e8159bca42426af9eac7"", ""0539816b5ba23a6e25ff44d6be08444b0f8dd6c7"", ""063c138d4ad746588a85c0be70cc1c5c75854e87"", ""0c2d38575541a8dada750da08698d78e75a4d3f0"", ""11ba78598b25840b5e415e7410b8df4b75c964c5"", ""1276536d7ce542d757187ed8e2a7a229c6741847"", ""19369540b1a2f92b3ab4fd1cedb4db7cefe41498"", ""1b08404c005806083a5443603d98c10c5510ee70"", ""1c2bb82cfcda4a8e4043b7e883e42928b18064cf"", ""2298c43c00492de67ad920a395d3ec7a8c8fb722"", ""24428a1548324e06268c9174e358e22e9559801b"", ""25fde2c3d0c01acd97eb967b5903f6336c57b6ae""]",[],reviewed
transcript-2026-03-03-1-MiscTagEditorDev,transcript-2026-03-03-1-MiscTagEditorDev:segment-006,6,120,132,User,"[""transcript-2026-03-03-1-MiscTagEditorDev:turn-011"", ""transcript-2026-03-03-1-MiscTagEditorDev:turn-012""]","[11, 12]",7,13,0.0,0.0,0.0,1,False,False,"[""80b722ee0e77887149ebfd307538cac12a5907c3"", ""2302109d0c43a41cb71c36e47cf2b4b8973a63d6"", ""b5b4f12719bcc1df96078cbbc79157c47985e637"", ""9fea9987c80b7709896d6a46e750b0a0c7925c30"", ""03227c22ec04d4a16f48e8159bca42426af9eac7"", ""0539816b5ba23a6e25ff44d6be08444b0f8dd6c7"", ""063c138d4ad746588a85c0be70cc1c5c75854e87"", ""0c2d38575541a8dada750da08698d78e75a4d3f0"", ""11ba78598b25840b5e415e7410b8df4b75c964c5"", ""1276536d7ce542d757187ed8e2a7a229c6741847"", ""19369540b1a2f92b3ab4fd1cedb4db7cefe41498"", ""1b08404c005806083a5443603d98c10c5510ee70"", ""1c2bb82cfcda4a8e4043b7e883e42928b18064cf"", ""2298c43c00492de67ad920a395d3ec7a8c8fb722"", ""24428a1548324e06268c9174e358e22e9559801b"", ""25fde2c3d0c01acd97eb967b5903f6336c57b6ae""]",[],reviewed
transcript-2026-03-03-1-MiscTagEditorDev,transcript-2026-03-03-1-MiscTagEditorDev:segment-007,7,133,143,User,"[""transcript-2026-03-03-1-MiscTagEditorDev:turn-013"", ""transcript-2026-03-03-1-MiscTagEditorDev:turn-014""]","[13, 14]",5,11,0.0,0.0,0.0,1,False,False,"[""80b722ee0e77887149ebfd307538cac12a5907c3"", ""2302109d0c43a41cb71c36e47cf2b4b8973a63d6"", ""b5b4f12719bcc1df96078cbbc79157c47985e637"", ""9fea9987c80b7709896d6a46e750b0a0c7925c30"", ""03227c22ec04d4a16f48e8159bca42426af9eac7"", ""0539816b5ba23a6e25ff44d6be08444b0f8dd6c7"", ""063c138d4ad746588a85c0be70cc1c5c75854e87"", ""0c2d38575541a8dada750da08698d78e75a4d3f0"", ""11ba78598b25840b5e415e7410b8df4b75c964c5"", ""1276536d7ce542d757187ed8e2a7a229c6741847"", ""19369540b1a2f92b3ab4fd1cedb4db7cefe41498"", ""1b08404c005806083a5443603d98c10c5510ee70"", ""1c2bb82cfcda4a8e4043b7e883e42928b18064cf"", ""2298c43c00492de67ad920a395d3ec7a8c8fb722"", ""24428a1548324e06268c9174e358e22e9559801b"", ""25fde2c3d0c01acd97eb967b5903f6336c57b6ae""]",[],reviewed
transcript-2026-03-03-1-MiscTagEditorDev,transcript-2026-03-03-1-MiscTagEditorDev:segment-008,8,144,163,User,"[""transcript-2026-03-03-1-MiscTagEditorDev:turn-015"", ""transcript-2026-03-03-1-MiscTagEditorDev:turn-016""]","[15, 16]",14,20,0.0,0.0,0.0,1,False,False,"[""80b722ee0e77887149ebfd307538cac12a5907c3"", ""2302109d0c43a41cb71c36e47cf2b4b8973a63d6"", ""b5b4f12719bcc1df96078cbbc79157c47985e637"", ""9fea9987c80b7709896d6a46e750b0a0c7925c30"", ""03227c22ec04d4a16f48e8159bca42426af9eac7"", ""0539816b5ba23a6e25ff44d6be08444b0f8dd6c7"", ""063c138d4ad746588a85c0be70cc1c5c75854e87"", ""0c2d38575541a8dada750da08698d78e75a4d3f0"", ""11ba78598b25840b5e415e7410b8df4b75c964c5"", ""1276536d7ce542d757187ed8e2a7a229c6741847"", ""19369540b1a2f92b3ab4fd1cedb4db7cefe41498"", ""1b08404c005806083a5443603d98c10c5510ee70"", ""1c2bb82cfcda4a8e4043b7e883e42928b18064cf"", ""2298c43c00492de67ad920a395d3ec7a8c8fb722"", ""24428a1548324e06268c9174e358e22e9559801b"", ""25fde2c3d0c01acd97eb967b5903f6336c57b6ae""]",[],reviewed
transcript-2026-03-03-1-MiscTagEditorDev,transcript-2026-03-03-1-MiscTagEditorDev:segment-009,9,164,181,User,"[""transcript-2026-03-03-1-MiscTagEditorDev:turn-017"", ""transcript-2026-03-03-1-MiscTagEditorDev:turn-018""]","[17, 18]",12,18,0.0,0.0,0.0,1,False,False,"[""80b722ee0e77887149ebfd307538cac12a5907c3"", ""2302109d0c43a41cb71c36e47cf2b4b8973a63d6"", ""b5b4f12719bcc1df96078cbbc79157c47985e637"", ""9fea9987c80b7709896d6a46e750b0a0c7925c30"", ""03227c22ec04d4a16f48e8159bca42426af9eac7"", ""0539816b5ba23a6e25ff44d6be08444b0f8dd6c7"", ""063c138d4ad746588a85c0be70cc1c5c75854e87"", ""0c2d38575541a8dada750da08698d78e75a4d3f0"", ""11ba78598b25840b5e415e7410b8df4b75c964c5"", ""1276536d7ce542d757187ed8e2a7a229c6741847"", ""19369540b1a2f92b3ab4fd1cedb4db7cefe41498"", ""1b08404c005806083a5443603d98c10c5510ee70"", ""1c2bb82cfcda4a8e4043b7e883e42928b18064cf"", ""2298c43c00492de67ad920a395d3ec7a8c8fb722"", ""24428a1548324e06268c9174e358e22e9559801b"", ""25fde2c3d0c01acd97eb967b5903f6336c57b6ae""]",[],reviewed
transcript-2026-03-03-1-MiscTagEditorDev,transcript-2026-03-03-1-MiscTagEditorDev:segment-010,10,182,203,User,"[""transcript-2026-03-03-1-MiscTagEditorDev:turn-019"", ""transcript-2026-03-03-1-MiscTagEditorDev:turn-020""]","[19, 20]",16,22,0.0,0.0,0.0,1,False,False,"[""80b722ee0e77887149ebfd307538cac12a5907c3"", ""2302109d0c43a41cb71c36e47cf2b4b8973a63d6"", ""b5b4f12719bcc1df96078cbbc79157c47985e637"", ""9fea9987c80b7709896d6a46e750b0a0c7925c30"", ""03227c22ec04d4a16f48e8159bca42426af9eac7"", ""0539816b5ba23a6e25ff44d6be08444b0f8dd6c7"", ""063c138d4ad746588a85c0be70cc1c5c75854e87"", ""0c2d38575541a8dada750da08698d78e75a4d3f0"", ""11ba78598b25840b5e415e7410b8df4b75c964c5"", ""1276536d7ce542d757187ed8e2a7a229c6741847"", ""19369540b1a2f92b3ab4fd1cedb4db7cefe41498"", ""1b08404c005806083a5443603d98c10c5510ee70"", ""1c2bb82cfcda4a8e4043b7e883e42928b18064cf"", ""2298c43c00492de67ad920a395d3ec7a8c8fb722"", ""24428a1548324e06268c9174e358e22e9559801b"", ""25fde2c3d0c01acd97eb967b5903f6336c57b6ae""]",[],reviewed
transcript-2026-03-03-1-MiscTagEditorDev,transcript-2026-03-03-1-MiscTagEditorDev:segment-011,11,204,227,User,"[""transcript-2026-03-03-1-MiscTagEditorDev:turn-021"", ""transcript-2026-03-03-1-MiscTagEditorDev:turn-022""]","[21, 22]",18,24,0.0,0.0,0.0,1,False,False,"[""80b722ee0e77887149ebfd307538cac12a5907c3"", ""2302109d0c43a41cb71c36e47cf2b4b8973a63d6"", ""b5b4f12719bcc1df96078cbbc79157c47985e637"", ""9fea9987c80b7709896d6a46e750b0a0c7925c30"", ""03227c22ec04d4a16f48e8159bca42426af9eac7"", ""0539816b5ba23a6e25ff44d6be08444b0f8dd6c7"", ""063c138d4ad746588a85c0be70cc1c5c75854e87"", ""0c2d38575541a8dada750da08698d78e75a4d3f0"", ""11ba78598b25840b5e415e7410b8df4b75c964c5"", ""1276536d7ce542d757187ed8e2a7a229c6741847"", ""19369540b1a2f92b3ab4fd1cedb4db7cefe41498"", ""1b08404c005806083a5443603d98c10c5510ee70"", ""1c2bb82cfcda4a8e4043b7e883e42928b18064cf"", ""2298c43c00492de67ad920a395d3ec7a8c8fb722"", ""24428a1548324e06268c9174e358e22e9559801b"", ""25fde2c3d0c01acd97eb967b5903f6336c57b6ae""]",[],reviewed
transcript-2026-03-03-1-MiscTagEditorDev,transcript-2026-03-03-1-MiscTagEditorDev:segment-012,12,228,245,User,"[""transcript-2026-03-03-1-MiscTagEditorDev:turn-023"", ""transcript-2026-03-03-1-MiscTagEditorDev:turn-024""]","[23, 24]",12,18,0.0,0.0,0.0,1,False,False,"[""80b722ee0e77887149ebfd307538cac12a5907c3"", ""2302109d0c43a41cb71c36e47cf2b4b8973a63d6"", ""b5b4f12719bcc1df96078cbbc79157c47985e637"", ""9fea9987c80b7709896d6a46e750b0a0c7925c30"", ""03227c22ec04d4a16f48e8159bca42426af9eac7"", ""0539816b5ba23a6e25ff44d6be08444b0f8dd6c7"", ""063c138d4ad746588a85c0be70cc1c5c75854e87"", ""0c2d38575541a8dada750da08698d78e75a4d3f0"", ""11ba78598b25840b5e415e7410b8df4b75c964c5"", ""1276536d7ce542d757187ed8e2a7a229c6741847"", ""19369540b1a2f92b3ab4fd1cedb4db7cefe41498"", ""1b08404c005806083a5443603d98c10c5510ee70"", ""1c2bb82cfcda4a8e4043b7e883e42928b18064cf"", ""2298c43c00492de67ad920a395d3ec7a8c8fb722"", ""24428a1548324e06268c9174e358e22e9559801b"", ""25fde2c3d0c01acd97eb967b5903f6336c57b6ae""]",[],reviewed
